Exon1	Exon2	gene	cellType	in_in	in_out	out_in	out_out	pval	logOddsRatio	FDR	phastcons_1	phastcons_2	phastcons_mean	LOR_abs	phastcons_min	phastcons_max
chr10_103111745_103111805_-	chr10_103181185_103181328_-	ENSG00000076685.18	pseudoBulk	11	52	0	65	0.00133540060868337	4.78135971352466	0.0635408712580411	0.993164	0.359861	0.676513	4.78135971352466	0.359861	0.993164
chr20_36209488_36209898_+	chr20_36219761_36219844_+	ENSG00000088367.23	pseudoBulk	50	35	18	0	0.00209292755064161	-4.65535182861255	0.0940529034304929	0.980708	0.998821	0.989764	4.65535	0.980708	0.998821
chr14_68878458_68878523_-	chr14_68882873_68883055_-	ENSG00000072110.13	pseudoBulk	30	0	56	21	0.00350458380343295	4.49185309632967	0.145375879503095	0.999424	0.956322	0.977873	4.49185309632967	0.956322	0.999424
chr18_58710921_58710953_+	chr18_58720380_58720422_+	ENSG00000172175.15	pseudoBulk	127	32	4	20	7.41593273285433e-10	4.31061278165953	1.19973766786284e-07	0.996121	0.119558	0.55784	4.31061278165953	0.119558	0.996121
chr1_201788468_201788638_+	chr1_201790554_201790577_+	ENSG00000134369.15	pseudoBulk	83	2	18	7	0.000217566603400603	4.01246935196222	0.0125705625389645	0.997696	1	0.998848	4.01246935196222	0.997696	1
chr12_10609098_10609383_-	chr12_10612640_10612978_-	ENSG00000111196.10	pseudoBulk	17	75	0	35	0.0146492511998864	3.98792716769943	0.493735894492467	0.742829	0.0247699	0.383799	3.98792716769943	0.0247699	0.742829
chr6_56463046_56463156_-	chr6_56464685_56464756_-	ENSG00000151914.20	pseudoBulk	60	122	31	4	3.25441001004382e-09	-3.97804305234124	4.04994781700203e-07	0.997856	1	0.998928	3.97804	0.997856	1
chr1_236825338_236825399_+	chr1_236831966_236832078_+	ENSG00000116984.13	pseudoBulk	67	2	11	5	0.00131745376557293	3.92858566670784	0.0635408712580411	0.741629	0.995708	0.868669	3.92858566670784	0.741629	0.995708
chr7_67308935_67309139_+	chr7_67320103_67320336_+	ENSG00000106610.15	pseudoBulk	62	25	16	0	0.0318120086934892	-3.68965987938785	0.816904062216993	0.104093	0.414842	0.259468	3.68966	0.104093	0.414842
chr12_42332660_42332702_+	chr12_42384940_42384996_+	ENSG00000134283.18	pseudoBulk	22	9	36	175	2.29970802114031e-10	3.570792727585	4.6505383028643e-08	0.781186	0.931018	0.856102	3.570792727585	0.781186	0.931018
chr6_84217799_84217860_-	chr6_84226337_84226452_-	ENSG00000135315.12	pseudoBulk	4	5	141	16	0.000528342390295407	-3.46147944728616	0.028491460660904	0.00974194	0.419966	0.214854	3.46148	0.00974194	0.419966
chr15_52337810_52337884_-	chr15_52343117_52343197_-	ENSG00000197535.14	pseudoBulk	9	7	11	82	9.9937580763875e-05	3.26069046536549	0.00621836194274842	0.998067	0.991593	0.99483	3.26069046536549	0.991593	0.998067
chr13_45383760_45383838_+	chr13_45390714_45390902_+	ENSG00000170919.16	pseudoBulk	13	18	26	4	0.000750110901903914	-3.16992500144231	0.0379224172007117	0.0580633	0.312836	0.18545	3.16993	0.0580633	0.312836
chr5_81976193_81976327_+	chr5_82252562_82252659_+	ENSG00000152348.16	pseudoBulk	10	0	49	21	0.102529853778826	3.09953567355091	1	0.113326	0.920378	0.516852	3.09953567355091	0.113326	0.920378
chr20_33387323_33387533_-	chr20_33395013_33395116_-	ENSG00000101391.21	pseudoBulk	20	3	6	7	0.0252203026053908	2.95935801550265	0.680016664133104	0.871682	0.949135	0.910408	2.95935801550265	0.871682	0.949135
chr11_68505145_68505271_+	chr11_68537659_68537891_+	ENSG00000110075.14	pseudoBulk	48	1	341	54	0.0356431973146384	2.92622207386045	0.860641660305318	0.0671654	0.999227	0.533196	2.92622207386045	0.0671654	0.999227
chr10_34399330_34399413_-	chr10_34450317_34450448_-	ENSG00000148498.16	pseudoBulk	56	10	4	5	0.0164620142375873	2.8073549220576	0.532639636339478	0.998202	0.998258	0.99823	2.8073549220576	0.998202	0.998258
chr9_97682200_97682430_-	chr9_97689534_97689639_-	ENSG00000136936.11	pseudoBulk	76	6	249	133	1.58860822899376e-06	2.75824551615554	0.000135264465141103	0.915424	0.995075	0.95525	2.75824551615554	0.915424	0.995075
chr5_113524981_113525177_+	chr5_113535642_113535798_+	ENSG00000047188.16	pseudoBulk	69	1	508	48	0.060267091464652	2.70480227072716	1	0.999442	0.997745	0.998594	2.70480227072716	0.997745	0.999442
chr18_46864164_46864248_-	chr18_46903527_46903635_-	ENSG00000078043.16	pseudoBulk	26	273	0	34	0.146086770296175	2.69514541847158	1	0.997929	0.993945	0.995937	2.69514541847158	0.993945	0.997929
chr5_96726794_96726859_+	chr5_96729153_96729209_+	ENSG00000153113.23	pseudoBulk	98	36	49	116	1.90524469960003e-13	2.68805599368526	5.13712371041243e-11	0.898879	0.977667	0.938273	2.68805599368526	0.898879	0.977667
chr1_209965893_209966013_+	chr1_210094322_210094593_+	ENSG00000143469.20	pseudoBulk	28	2	339	140	0.0137786879193229	2.53149647586623	0.484585644884355	0.0164876	0.996765	0.506626	2.53149647586623	0.0164876	0.996765
chr9_105461520_105461615_+	chr9_105479354_105479376_+	ENSG00000106701.12	pseudoBulk	8	1	79	56	0.146514726373975	2.5035741738805	1	0.832729	1	0.916365	2.5035741738805	0.832729	1
chr2_66439843_66439984_+	chr2_66512149_66512294_+	ENSG00000143995.20	pseudoBulk	93	26	10	0	0.213560215178014	-2.48320900192042	1	0.998986	1	0.999493	2.48321	0.998986	1
chr9_128224251_128224389_+	chr9_128239985_128239996_+	ENSG00000106976.21	pseudoBulk	11	0	65	16	0.230944070425947	2.43706380560884	1	0.999511	1	0.999756	2.43706380560884	0.999511	1
chr14_66842678_66842716_+	chr14_66924194_66924292_+	ENSG00000171723.15	pseudoBulk	0	17	10	65	0.24474925009652	-2.38702312310925	1	0.999077	0.997929	0.998503	2.38702	0.997929	0.999077
chrX_30668012_30668118_+	chrX_30695083_30695132_+	ENSG00000198814.12	pseudoBulk	8	52	0	16	0.277606871099619	2.29956028185891	1	0.991019	0.8176	0.904309	2.29956028185891	0.8176	0.991019
chr5_70196878_70196970_-	chr5_70207558_70207745_-	ENSG00000254701.3	pseudoBulk	9	0	44	12	0.282317833558748	2.29545588352617	1	0.208914	0.0373564	0.123135	2.29545588352617	0.0373564	0.208914
chr6_29943268_29943543_+	chr6_29945059_29945091_+	ENSG00000206503.13	pseudoBulk	565	46	77	30	5.98278220425859e-10	2.25864915615915	1.07542764531969e-07	0.00717029	0.0364848	0.0218275	2.25864915615915	0.00717029	0.0364848
chr12_81261949_81262040_-	chr12_81283010_81283039_-	ENSG00000139220.16	pseudoBulk	20	3	7	5	0.136186843530676	2.25153876699596	1	0.999337	0.998233	0.998785	2.25153876699596	0.998233	0.999337
chr11_76454749_76454790_+	chr11_76459933_76460085_+	ENSG00000158636.16	pseudoBulk	7	0	21	7	0.341706655629594	2.22239242133645	1	0.999643	0.999464	0.999553	2.22239242133645	0.999464	0.999643
chr1_155717006_155717128_+	chr1_155729042_155729122_+	ENSG00000132676.16	pseudoBulk	67	11	14	0	0.293631189337851	-2.20069735023713	1	0.556179	0.994975	0.775577	2.2007	0.556179	0.994975
chr1_70181086_70181209_-	chr1_70187265_70187338_-	ENSG00000066557.6	pseudoBulk	73	12	4	3	0.148096749276481	2.18982455888002	1	0.941653	0.985189	0.963421	2.18982455888002	0.941653	0.985189
chr9_36056980_36057013_+	chr9_36063795_36063880_+	ENSG00000122707.12	pseudoBulk	51	11	105	5	0.00966855749543532	-2.17932369944456	0.36375899494485	0.954941	0.998721	0.976831	2.17932	0.954941	0.998721
chr14_74911790_74911841_-	chr14_74921978_74922485_-	ENSG00000198208.12	pseudoBulk	49	29	3	8	0.0557809998540609	2.17176634826648	1	0.868481	0.0866122	0.477547	2.17176634826648	0.0866122	0.868481
chr20_13569507_13569586_-	chr20_13616857_13617123_-	ENSG00000089123.16	pseudoBulk	23	82	1	16	0.225168409693793	2.16600995143893	1	0.999063	0.99812	0.998592	2.16600995143893	0.99812	0.999063
chr2_195984632_195984710_-	chr2_195987957_195988229_-	ENSG00000118997.14	pseudoBulk	89	6	20	6	0.030513134370772	2.15380533607904	0.796188031205683	0.960772	0.738689	0.84973	2.15380533607904	0.738689	0.960772
chr1_228141124_228141288_+	chr1_228148371_228148456_+	ENSG00000143774.16	pseudoBulk	133	4	222	29	0.0064614845045979	2.11884756427866	0.248887754493093	0.0353091	0.192849	0.114079	2.11884756427866	0.0353091	0.192849
chr7_16258920_16259012_-	chr7_16301421_16301466_-	ENSG00000214960.10	pseudoBulk	49	80	1	7	0.282610844571985	2.10013667128545	1	0.639505	0.996326	0.817916	2.10013667128545	0.639505	0.996326
chr16_22109482_22109580_+	chr16_22117111_22117176_+	ENSG00000175267.15	pseudoBulk	14	11	16	3	0.0962506184290557	-2.06711419585854	1	0.820404	0.729333	0.774868	2.06711	0.729333	0.820404
chr1_112591525_112591603_-	chr1_112600794_112600848_-	ENSG00000007341.19	pseudoBulk	107	6	39	9	0.0169640014203987	2.04102726826005	0.538119384433277	0.898494	0.989145	0.94382	2.04102726826005	0.898494	0.989145
chr12_3828910_3829030_-	chr12_3863836_3863957_-	ENSG00000111224.14	pseudoBulk	7	41	0	12	0.365550822449252	2.03476541816068	1	0.999702	0.250057	0.62488	2.03476541816068	0.250057	0.999702
chr2_25455405_25455494_-	chr2_25596086_25596240_-	ENSG00000138101.18	pseudoBulk	10	0	54	11	0.3533214959961	2.02647221136119	1	0.999411	0.999697	0.999554	2.02647221136119	0.999411	0.999697
chr3_37266842_37266940_+	chr3_37286014_37286061_+	ENSG00000144674.16	pseudoBulk	13	10	127	24	0.00471670213509465	-2.02521056279728	0.190765120970296	0.997788	0.990813	0.994301	2.02521	0.990813	0.997788
chr8_97689038_97689103_+	chr8_97699754_97699852_+	ENSG00000147649.10	pseudoBulk	138	85	10	24	0.00071828127303275	1.96216792647426	0.0374846415762294	0.999242	0.999737	0.999489	1.96216792647426	0.999242	0.999737
chr7_152224435_152224616_-	chr7_152238707_152238826_-	ENSG00000055609.18	pseudoBulk	93	7	36	10	0.0213566267640528	1.88380698249548	0.595696676292855	0.996253	0.99795	0.997102	1.88380698249548	0.996253	0.99795
chr9_95954728_95954922_+	chr9_95967459_95967625_+	ENSG00000182150.17	pseudoBulk	0	37	20	405	0.353441559552608	-1.86960336274433	1	0.0189436	0.0796168	0.0492802	1.8696	0.0189436	0.0796168
chr8_132632740_132632963_-	chr8_132656830_132656907_-	ENSG00000129295.9	pseudoBulk	26	1	108	15	0.342061633748078	1.85244281158614	1	0.614563	0.995436	0.804999	1.85244281158614	0.614563	0.995436
chr20_44934501_44934563_+	chr20_44938061_44938191_+	ENSG00000101104.13	pseudoBulk	19	0	120	11	0.400197957304879	1.80046853647236	1	0.138857	0.986954	0.562906	1.80046853647236	0.138857	0.986954
chr10_73825279_73825347_-	chr10_73839539_73839601_-	ENSG00000148660.20	pseudoBulk	5	33	11	21	0.0687214621144151	-1.78958022032963	1	0.999841	0.99881	0.999325	1.78958	0.99881	0.999841
chr1_32797592_32797638_-	chr1_32810911_32811057_-	ENSG00000134684.10	pseudoBulk	9	0	73	14	0.420196456969669	1.7874553646199	1	0.444638	0.909265	0.676951	1.7874553646199	0.444638	0.909265
chr2_159411907_159411995_-	chr2_159430863_159431156_-	ENSG00000123636.18	pseudoBulk	39	2	680	120	0.116970656869213	1.78290187833307	1	0.995978	0.999588	0.997783	1.78290187833307	0.995978	0.999588
chr4_2909339_2909431_+	chr4_2926642_2926675_+	ENSG00000087274.17	pseudoBulk	14	5	76	93	0.0328989633851539	1.77665812483469	0.818821749761886	0.993258	0.894088	0.943673	1.77665812483469	0.894088	0.993258
chr12_21306882_21306988_-	chr12_21319372_21319579_-	ENSG00000084453.16	pseudoBulk	23	235	1	35	0.349839541420222	1.77632802643698	1	0.981589	0.062149	0.521869	1.77632802643698	0.062149	0.981589
chr17_20392364_20392584_+	chr17_20401139_20401248_+	ENSG00000154898.15	pseudoBulk	8	91	0	19	0.432327913331438	1.74013287324489	1	0.0396652	0.0312818	0.0354735	1.74013287324489	0.0312818	0.0396652
chr1_236727678_236727756_+	chr1_236734433_236734518_+	ENSG00000077522.13	pseudoBulk	12	13	5	18	0.109954280296706	1.73251968913501	1	0.993823	0.99364	0.993731	1.73251968913501	0.99364	0.993823
chr15_58913499_58913696_-	chr15_58932356_58932443_-	ENSG00000137776.17	pseudoBulk	426	19	41	6	0.0297650168328468	1.71419260288533	0.789399433057507	0.991783	0.999591	0.995687	1.71419260288533	0.991783	0.999591
chr12_116949618_116949706_+	chr12_116985206_116985402_+	ENSG00000174989.13	pseudoBulk	24	3	22	9	0.175191158613288	1.71049338280502	1	0.600169	0.704152	0.65216	1.71049338280502	0.600169	0.704152
chr2_171326042_171326148_-	chr2_171337453_171337502_-	ENSG00000123600.20	pseudoBulk	26	4	6	3	0.380984635045529	1.70043971814109	1	0.987243	0.94078	0.964012	1.70043971814109	0.94078	0.987243
chr6_39545583_39545688_-	chr6_39613189_39613318_-	ENSG00000164627.18	pseudoBulk	75	14	5	3	0.286458239474394	1.68449817427207	1	0.843264	0.975962	0.909613	1.68449817427207	0.843264	0.975962
chr7_100401889_100402041_-	chr7_100405013_100405093_-	ENSG00000078487.17	pseudoBulk	11	4	97	11	0.159470361785541	-1.68104960491253	1	0.212523	0.866321	0.539422	1.68105	0.212523	0.866321
chr5_110618429_110618562_-	chr5_110627781_110627880_-	ENSG00000186952.15	pseudoBulk	32	5	6	3	0.359342758617112	1.67807190511264	1	0.920612	0.99066	0.955636	1.67807190511264	0.920612	0.99066
chr9_104884427_104884568_-	chr9_104903614_104903771_-	ENSG00000165029.16	pseudoBulk	45	8	9	0	0.476973609872675	-1.67807190511264	1	0.993275	0.807747	0.900511	1.67807	0.807747	0.993275
chr1_161323614_161323670_+	chr1_161356677_161356840_+	ENSG00000143252.15	pseudoBulk	77	27	9	1	0.462085213042569	-1.65802596291088	1	0.830895	0.878451	0.854673	1.65803	0.830895	0.878451
chr14_31673355_31673394_+	chr14_31787780_31787873_+	ENSG00000151413.17	pseudoBulk	113	26	17	12	0.0159171682082073	1.61723890374491	0.525521197455549	0.915925	0.984053	0.949989	1.61723890374491	0.915925	0.984053
chr5_93958777_93958968_-	chr5_93994446_93994504_-	ENSG00000113391.19	pseudoBulk	72	719	5	151	0.0212914034812144	1.59655368544073	0.595696676292855	0.992646	0.453559	0.723102	1.59655368544073	0.453559	0.992646
chr6_13588331_13588464_+	chr6_13595477_13595564_+	ENSG00000124523.16	pseudoBulk	58	19	9	1	0.523353186820734	-1.55987151975833	1	0.739582	0.991239	0.86541	1.55987	0.739582	0.991239
chr2_152679056_152679109_-	chr2_152714550_152714629_-	ENSG00000196504.18	pseudoBulk	6	86	11	54	0.0710531579629819	-1.54584637045477	1	1	0.999713	0.999856	1.54585	0.999713	1
chr21_37096581_37096643_+	chr21_37150820_37150884_+	ENSG00000182670.13	pseudoBulk	26	7	43	4	0.195579404823404	-1.53317995861861	1	0.957952	0.9996	0.978776	1.53318	0.957952	0.9996
chr13_20567670_20567785_+	chr13_20589811_20589867_+	ENSG00000032742.17	pseudoBulk	8	0	100	18	0.502108666451014	1.52606881166759	1	0.0152414	0.998561	0.506901	1.52606881166759	0.0152414	0.998561
chr7_140352062_140352146_-	chr7_140380282_140380390_-	ENSG00000157800.18	pseudoBulk	92	8	16	4	0.220671361919847	1.52356195605701	1	0.993753	0.798716	0.896235	1.52356195605701	0.798716	0.993753
chr15_43186154_43186233_+	chr15_43190055_43190151_+	ENSG00000166946.14	pseudoBulk	67	23	16	15	0.0325361854388212	1.44941783000928	0.818821749761886	0.544762	0.817938	0.68135	1.44941783000928	0.544762	0.817938
chr15_101655867_101656020_-	chr15_101657785_101657857_-	ENSG00000185418.16	pseudoBulk	23	1	166	19	0.556829688488954	1.39645003815367	1	0.383182	0.989904	0.686543	1.39645003815367	0.383182	0.989904
chr3_38131596_38131638_-	chr3_38134509_38134552_-	ENSG00000060971.18	pseudoBulk	3	87	8	90	0.271986572278525	-1.3661278987979	1	0.99993	0.615727	0.807829	1.36613	0.615727	0.99993
chr19_13078613_13078735_+	chr19_13087989_13088136_+	ENSG00000008441.16	pseudoBulk	15	118	1	20	0.59978873923026	1.34617564113404	1	0.999179	0.999885	0.999532	1.34617564113404	0.999179	0.999885
chr1_206599733_206599836_-	chr1_206602336_206602453_-	ENSG00000143486.16	pseudoBulk	14	2	50	18	0.392936074719203	1.33342373372519	1	0.998596	0.988254	0.993425	1.33342373372519	0.988254	0.998596
chr15_62453445_62453587_+	chr15_62618351_62618475_+	ENSG00000171914.16	pseudoBulk	6	7	54	157	0.192874361474305	1.31734082539171	1	0.211336	0.011096	0.111216	1.31734082539171	0.011096	0.211336
chr20_46599971_46600037_-	chr20_46613460_46613725_-	ENSG00000158296.14	pseudoBulk	160	12	33	1	0.618239979029625	-1.30742852519225	1	0.952	0.981921	0.966961	1.30743	0.952	0.981921
chr5_94523930_94524098_-	chr5_94582433_94582583_-	ENSG00000185261.14	pseudoBulk	169	77	16	18	0.0211755283864097	1.3040178970296	0.595696676292855	0.775426	0.29398	0.534703	1.3040178970296	0.29398	0.775426
chr4_128082165_128082305_+	chr4_128091347_128091512_+	ENSG00000138709.19	pseudoBulk	246	24	25	6	0.127046506921075	1.29865831556452	1	0.755872	0.958446	0.857159	1.29865831556452	0.755872	0.958446
chr8_90017124_90017326_+	chr8_90036841_90036940_+	ENSG00000104325.7	pseudoBulk	108	12	22	1	0.63987629829037	-1.28950661719498	1	0.927478	0.96037	0.943924	1.28951	0.927478	0.96037
chr17_64593991_64594104_-	chr17_64606602_64606640_-	ENSG00000108854.16	pseudoBulk	14	2	85	5	0.628102973876209	-1.28010791919274	1	0.991018	0.998718	0.994868	1.28011	0.991018	0.998718
chr11_17282789_17282943_+	chr11_17311193_17311283_+	ENSG00000070081.17	pseudoBulk	63	5	26	5	0.324969031251798	1.27684020535882	1	0.211581	0.998374	0.604977	1.27684020535882	0.211581	0.998374
chr15_87981226_87981360_-	chr15_88128711_88128734_-	ENSG00000140538.16	pseudoBulk	15	4	14	9	0.354412451479701	1.26946067499323	1	0.999474	0.997458	0.998466	1.26946067499323	0.997458	0.999474
chr8_42865416_42865489_-	chr8_42873931_42874006_-	ENSG00000120925.16	pseudoBulk	110	25	21	2	0.39132728632741	-1.25481389902883	1	0.967635	0.990447	0.979041	1.25481	0.967635	0.990447
chr3_141902136_141902227_+	chr3_141915970_141916020_+	ENSG00000069849.11	pseudoBulk	21	5	159	16	0.220363222379202	-1.24249362739296	1	0.815359	0.522529	0.668944	1.24249	0.522529	0.815359
chr3_121836645_121836794_+	chr3_121854687_121854823_+	ENSG00000145088.9	pseudoBulk	19	66	32	47	0.0192505949676349	-1.24187775423723	0.587609487990054	0.0722133	0.93454	0.503377	1.24188	0.0722133	0.93454
chr1_93183978_93184146_+	chr1_93205510_93205631_+	ENSG00000122483.17	pseudoBulk	39	23	8	2	0.486488774116685	-1.23815973719476	1	0.857757	0.961959	0.909858	1.23816	0.857757	0.961959
chr10_32623719_32623817_+	chr10_32689053_32689163_+	ENSG00000216937.13	pseudoBulk	3	23	8	26	0.393746795892862	-1.23815973719476	1	0.455616	0.634234	0.544925	1.23816	0.455616	0.634234
chr8_86515462_86515499_+	chr8_86542046_86542074_+	ENSG00000085719.13	pseudoBulk	82	189	8	8	0.168617274747547	-1.20469041960299	1	0.294842	0.998138	0.64649	1.20469	0.294842	0.998138
chr9_121094888_121095018_+	chr9_121110515_121110571_+	ENSG00000119397.16	pseudoBulk	5	23	3	6	0.606052898566705	-1.20163386116965	1	0.994809	0.99486	0.994835	1.20163	0.994809	0.99486
chr10_42614282_42614358_-	chr10_42632295_42632439_-	ENSG00000196693.15	pseudoBulk	41	5	25	7	0.314373298597967	1.1991226420136	1	0.654532	0.863614	0.759073	1.1991226420136	0.654532	0.863614
chr15_48149032_48149083_-	chr15_48151100_48151171_-	ENSG00000104177.18	pseudoBulk	84	120	8	5	0.249732602649613	-1.1926450779424	1	0.99925	0.999667	0.999459	1.19265	0.99925	0.999667
chr8_27239226_27239279_-	chr8_27241677_27241757_-	ENSG00000015592.16	pseudoBulk	41	112	87	542	0.000166018087198478	1.18940262806562	0.00994745891909913	0.998111	0.682395	0.840253	1.18940262806562	0.682395	0.998111
chr9_83859156_83859371_-	chr9_83880297_83880494_-	ENSG00000165115.15	pseudoBulk	19	12	7	2	0.605853705070008	-1.14438990933517	1	0.825722	0.948707	0.887215	1.14439	0.825722	0.948707
chr19_48238383_48238532_-	chr19_48249523_48249633_-	ENSG00000105483.18	pseudoBulk	12	20	3	11	0.466533408139211	1.13750352374994	1	0.00086	0.00436036	0.00261018	1.13750352374994	0.00086	0.00436036
chr7_77349351_77349404_-	chr7_77353572_77353641_-	ENSG00000186088.16	pseudoBulk	54	9	13	1	0.779733725257819	-1.11547721741994	1	0.862333	0.917357	0.889845	1.11548	0.862333	0.917357
chr10_120887210_120887268_+	chr10_120890716_120890887_+	ENSG00000120008.16	pseudoBulk	23	4	78	29	0.282657341256131	1.09614073232234	1	0.0483559	0.986849	0.517602	1.09614073232234	0.0483559	0.986849
chr6_136270323_136270383_-	chr6_136273963_136274189_-	ENSG00000029363.17	pseudoBulk	2	28	53	350	0.456361785575059	-1.08406426478847	1	0.999508	0.999705	0.999606	1.08406	0.999508	0.999705
chr2_30459552_30459722_+	chr2_30552493_30552649_+	ENSG00000172954.13	pseudoBulk	8	21	9	50	0.275654914499301	1.08161376555365	1	0.134813	0.27258	0.203697	1.08161376555365	0.134813	0.27258
chr15_76795276_76795440_-	chr15_76862416_76862533_-	ENSG00000140386.13	pseudoBulk	232	23	30	6	0.255669391261497	1.0124909441832	1	0.861042	0.996958	0.929	1.0124909441832	0.861042	0.996958
chr13_19837656_19837821_-	chr13_19862399_19862466_-	ENSG00000132950.19	pseudoBulk	80	10	268	66	0.0811731904056763	0.978304928900681	1	0.0964398	0.0383824	0.0674111	0.978304928900681	0.0383824	0.0964398
chr12_123639264_123639343_+	chr12_123652532_123652561_+	ENSG00000111358.14	pseudoBulk	313	66	28	3	0.391246849481591	-0.976767693762283	1	0.996838	0.972033	0.984436	0.976768	0.972033	0.996838
chr2_218382960_218383102_+	chr2_218385412_218385485_+	ENSG00000018280.17	pseudoBulk	36	123	6	40	0.225119791583822	0.964376090269279	1	0.525832	0.00417568	0.265004	0.964376090269279	0.00417568	0.525832
chr1_224311800_224311857_-	chr1_224326391_224326464_-	ENSG00000143748.18	pseudoBulk	124	57	27	24	0.0582762663539757	0.951381294779821	1	0.946379	0.982135	0.964257	0.951381294779821	0.946379	0.982135
chr6_34972581_34972643_+	chr6_34982752_34982827_+	ENSG00000064999.15	pseudoBulk	20	12	149	47	0.161066537811258	-0.927614074618318	1	0.999825	0.999382	0.999603	0.927614	0.999382	0.999825
chr19_10678613_10678704_+	chr19_10680346_10680443_+	ENSG00000129351.17	pseudoBulk	265	122	30	26	0.0395377770774731	0.912660334420249	0.913765424721681	0.999228	1	0.999614	0.912660334420249	0.999228	1
chr2_203246755_203246921_+	chr2_203272670_203272748_+	ENSG00000119004.16	pseudoBulk	59	47	36	53	0.0485088798127096	0.886049650805091	1	0.979048	0.730367	0.854707	0.886049650805091	0.730367	0.979048
chr10_7775751_7775799_-	chr10_7783081_7783175_-	ENSG00000151657.12	pseudoBulk	556	86	105	30	0.0130289433260694	0.885321395963805	0.468400331611101	0.759	0.997368	0.878184	0.885321395963805	0.759	0.997368
chr8_67074806_67074923_+	chr8_67091803_67091883_+	ENSG00000104218.14	pseudoBulk	4	23	116	368	0.390566910559932	-0.857980995127572	1	0.0199068	0.994494	0.5072	0.857981	0.0199068	0.994494
chr17_44407217_44407266_-	chr17_44438671_44438715_-	ENSG00000186566.13	pseudoBulk	4	6	10	27	0.684559064009567	0.84799690655495	1	0.99958	0.999511	0.999545	0.84799690655495	0.999511	0.99958
chr18_47870475_47870564_-	chr18_47930361_47930446_-	ENSG00000175387.16	pseudoBulk	28	32	6	12	0.465661325397898	0.807354922057604	1	0.999844	0.509907	0.754876	0.807354922057604	0.509907	0.999844
chr18_37247186_37247270_-	chr18_37259181_37259264_-	ENSG00000101489.20	pseudoBulk	26	12	106	85	0.196112488434553	0.796947698994439	1	0.999929	0.999786	0.999857	0.796947698994439	0.999786	0.999929
