chr1_1267862_1267992	ENSG00000160087.21	0.738095
chr1_6234405_6234511	ENSG00000116237.16	0.0857143
chr1_114093735_114093803	ENSG00000134207.16	0.909091
chr1_232574174_232574222	ENSG00000116991.10	0.765306
chr1_113895757_113896038	ENSG00000134262.13	0.933518
chr1_1313509_1313592	ENSG00000127054.21	0.862669
chr1_150997624_150997779	ENSG00000143409.15	0.947368
chr1_9049578_9049697	ENSG00000142583.18	0.111111
chr1_235496186_235496308	ENSG00000162885.13	0.214834
chr1_154172029_154172104	ENSG00000143549.21	0.0863309
chr1_91380912_91380982	ENSG00000162669.16	0.666667
chr1_15946935_15947123	ENSG00000116809.11	0.95
chr1_156414654_156414753	ENSG00000125462.18	0.738544
chr1_113700193_113700243	ENSG00000116793.16	0.097561
chr1_28080332_28080451	ENSG00000158161.16	0.0757576
chr1_36139720_36139819	ENSG00000054116.12	0.927083
chr1_2389925_2389996	ENSG00000116151.14	0.589744
chr1_179133312_179133374	ENSG00000143322.21	0.283582
chr1_31728025_31728081	ENSG00000121753.12	0.88913
chr1_202766926_202767060	ENSG00000117139.18	0.929204
chr1_153948834_153948900	ENSG00000160741.17	0.0574713
chr1_149057335_149057507	ENSG00000269713.7	0.882353
chr1_155254084_155254194	ENSG00000160767.21	0.153846
chr1_233014665_233014777	ENSG00000135749.19	0.909091
chr1_196373140_196373248	ENSG00000162687.18	0.85
chr1_52481423_52481635	ENSG00000134744.14	0.866566
chr1_1220657_1220730	ENSG00000078808.18	0.170732
chr1_28042571_28042650	ENSG00000158161.16	0.934211
chr1_16579193_16579402	ENSG00000219481.10	0.807339
chr1_176175910_176176007	ENSG00000143207.21	0.909091
chr1_155767425_155767541	ENSG00000116580.18	0.916667
chr1_20941259_20941395	ENSG00000075151.20	0.0694981
chr1_159091569_159091671	ENSG00000163568.15	0.142857
chr1_147167767_147167933	ENSG00000131791.8	0.8
chr1_66874781_66874937	ENSG00000152763.17	0.173913
chr1_100179653_100179721	ENSG00000137992.14	0.0714286
chr1_77736056_77736158	ENSG00000077254.14	0.944737
chr1_28230131_28230252	ENSG00000126698.11	0.0824742
chr1_70306224_70306290	ENSG00000118454.13	0.939394
chr1_155771067_155771217	ENSG00000116580.18	0.928571
chr1_41159725_41159933	ENSG00000010803.16	0.666667
chr1_3823174_3823241	ENSG00000116198.13	0.944444
chr1_113896258_113896465	ENSG00000134262.13	0.856436
chr1_32633262_32633354	ENSG00000176261.15	0.2
chr1_240800641_240800721	ENSG00000182901.16	0.545455
chr1_20847806_20847943	ENSG00000075151.20	0.0540541
chr1_206599463_206599612	ENSG00000143486.16	0.259912
chr1_91385187_91385234	ENSG00000162669.16	0.625
chr1_150998082_150998273	ENSG00000143409.15	0.923077
chr1_113777671_113777808	ENSG00000081019.13	0.941176
chr1_155415744_155415923	ENSG00000116539.13	0.945578
chr1_149058164_149058215	ENSG00000269713.7	0.862069
chr1_246355031_246355094	ENSG00000185420.19	0.904762
chr1_23168766_23169024	ENSG00000169641.13	0.891711
chr1_234437275_234437372	ENSG00000059588.10	0.689655
chr1_227010878_227011063	ENSG00000143776.18	0.137255
chr1_1839190_1839238	ENSG00000078369.18	0.86121
chr1_9877905_9877989	ENSG00000178585.15	0.928571
chr1_59904366_59904516	ENSG00000134716.11	0.259259
chr1_36140069_36140166	ENSG00000054116.12	0.915663
chr1_52463673_52463777	ENSG00000134744.14	0.1875
chr1_1312226_1312368	ENSG00000127054.21	0.930277
chr1_145907041_145907150	ENSG00000143127.13	0.866667
chr1_23810736_23810799	ENSG00000117305.15	0.4
chr1_148107711_148107762	ENSG00000263956.6	0.949367
chr1_185137442_185137506	ENSG00000121486.12	0.111111
chr1_145751438_145751510	ENSG00000265491.5	0.937405
chr1_235458603_235458786	ENSG00000162885.13	0.729167
chr1_66835626_66835777	ENSG00000152763.17	0.272727
chr1_83942463_83942679	ENSG00000137941.17	0.94655
chr1_161549011_161549031	ENSG00000203747.11	0.9375
chr1_145399049_145399100	ENSG00000162825.16	0.842105
chr1_112579190_112579376	ENSG00000007341.19	0.0769231
chr1_150842424_150842468	ENSG00000143437.21	0.72
chr1_29166729_29166912	ENSG00000116350.17	0.298851
chr1_220025132_220025258	ENSG00000136628.18	0.781818
chr1_156407080_156407197	ENSG00000125462.18	0.191489
chr1_154213893_154213946	ENSG00000143612.20	0.907692
chr1_156598035_156598121	ENSG00000160818.16	0.925926
chr1_145400389_145400594	ENSG00000162825.16	0.822222
chr1_19151643_19151859	ENSG00000127481.15	0.909091
chr1_213011208_213011458	ENSG00000174606.14	0.108359
chr1_62507962_62508058	ENSG00000116641.18	0.9
chr1_94231407_94231643	ENSG00000137962.13	0.795309
chr1_24180731_24180854	ENSG00000185436.12	0.708333
chr1_48742623_48742771	ENSG00000162373.13	0.585714
chr1_111191007_111191065	ENSG00000162777.17	0.0833333
chr1_232533490_232533583	ENSG00000116991.10	0.175258
chr1_41033983_41034048	ENSG00000010803.16	0.333333
chr1_155773066_155773210	ENSG00000116580.18	0.916667
chr1_32797592_32797638	ENSG00000134684.10	0.0612245
chr1_151366275_151366453	ENSG00000143416.21	0.9
chr1_149059700_149059808	ENSG00000269713.7	0.948718
chr1_42448467_42448638	ENSG00000066185.13	0.466667
chr1_242288362_242288530	ENSG00000180287.17	0.920213
chr1_33788600_33788712	ENSG00000121904.17	0.916667
chr1_54047267_54047372	ENSG00000116209.12	0.946078
chr1_62544947_62545039	ENSG00000116641.18	0.0833333
chr1_234433410_234433571	ENSG00000059588.10	0.815789
chr1_155026302_155026402	ENSG00000163354.15	0.916667
chr1_20780345_20780540	ENSG00000127483.19	0.584699
chr1_58663450_58663522	ENSG00000162601.11	0.0871795
chr1_83952187_83952387	ENSG00000137941.17	0.887121
chr1_85258935_85259061	ENSG00000162642.14	0.683367
chr1_23333518_23333631	ENSG00000125944.20	0.914943
chr1_77969022_77969084	ENSG00000162613.16	0.248307
chr1_145393884_145393935	ENSG00000162825.16	0.88
chr1_19141647_19141777	ENSG00000127481.15	0.947368
chr1_145907354_145907465	ENSG00000143127.13	0.933333
chr1_19307314_19307410	ENSG00000053371.12	0.878571
chr1_156259005_156259163	ENSG00000198952.8	0.916667
chr1_229463543_229463676	ENSG00000069248.12	0.947917
chr1_32217437_32217577	ENSG00000160055.19	0.0923077
chr1_21001199_21001312	ENSG00000075151.20	0.233333
chr1_19094906_19095025	ENSG00000127481.15	0.944444
chr1_114645448_114645559	ENSG00000175984.15	0.1
chr1_155263573_155263708	ENSG00000176444.19	0.0534759
chr1_235788701_235788845	ENSG00000143669.14	0.945205
chr1_19285018_19285114	ENSG00000162482.5	0.727273
chr1_161051314_161051715	ENSG00000186517.14	0.869565
chr1_86355647_86355851	ENSG00000122417.15	0.110169
chr1_9756481_9756510	ENSG00000171603.18	0.394822
chr1_91396293_91396405	ENSG00000162669.16	0.333333
chr1_235465636_235465714	ENSG00000162885.13	0.884615
chr1_234398382_234398553	ENSG00000059588.10	0.809384
chr1_150999369_150999511	ENSG00000143409.15	0.866667
chr1_70293504_70293620	ENSG00000118454.13	0.145631
chr1_25428953_25429049	ENSG00000188672.19	0.272727
chr1_113897840_113897943	ENSG00000134262.13	0.8
chr1_114576688_114576758	ENSG00000116752.6	0.817073
chr1_225879220_225879410	ENSG00000196187.12	0.944444
chr1_197512871_197512953	ENSG00000213047.13	0.947368
chr1_179877239_179877373	ENSG00000169905.12	0.913043
chr1_227068654_227068701	ENSG00000143776.18	0.108108
chr1_91394093_91394402	ENSG00000162669.16	0.433333
chr1_16581420_16581492	ENSG00000219481.10	0.766667
chr1_53855001_53855051	ENSG00000058799.15	0.74
chr1_197167787_197167917	ENSG00000177888.7	0.0833333
chr1_70189092_70189273	ENSG00000066557.6	0.878788
chr1_77734347_77734416	ENSG00000077254.14	0.939791
chr1_62481399_62481532	ENSG00000116641.18	0.0882353
chr1_62552732_62552901	ENSG00000116641.18	0.818182
chr1_86384676_86384801	ENSG00000122417.15	0.747881
chr1_235751206_235751362	ENSG00000143669.14	0.900585
chr1_83956891_83956915	ENSG00000137941.17	0.0716667
chr1_1645126_1645262	ENSG00000248333.8	0.90566
chr1_32810911_32811057	ENSG00000134684.10	0.872727
chr1_92663420_92663452	ENSG00000067208.14	0.822222
chr1_245927931_245928033	ENSG00000185420.19	0.928571
chr1_91266017_91266107	ENSG00000162669.16	0.190476
chr1_19342752_19342864	ENSG00000077549.19	0.331325
chr1_1754051_1754208	ENSG00000008130.15	0.9
chr1_179865436_179865854	ENSG00000169905.12	0.625
chr1_93875645_93875783	ENSG00000067334.14	0.935252
chr1_224326391_224326464	ENSG00000143748.18	0.680608
chr1_77641384_77641446	ENSG00000036549.13	0.87395
chr1_33031544_33031661	ENSG00000004455.17	0.265625
chr1_35466608_35466695	ENSG00000142687.18	0.9375
chr1_169925787_169925855	ENSG00000075945.13	0.516393
chr1_2186004_2186249	ENSG00000162585.17	0.666667
chr1_145403216_145403318	ENSG00000162825.16	0.363636
chr1_232608912_232608988	ENSG00000116991.10	0.102041
chr1_91385575_91385834	ENSG00000162669.16	0.810345
chr1_151056651_151056786	ENSG00000197622.13	0.242424
chr1_39523562_39523697	ENSG00000243970.3	0.304054
chr1_233236845_233236980	ENSG00000135749.19	0.9
chr1_53249380_53249556	ENSG00000157193.18	0.578947
chr1_117912530_117912683	ENSG00000196505.11	0.945455
chr1_61723713_61723772	ENSG00000162604.12	0.264151
chr1_155777622_155777820	ENSG00000116580.18	0.923077
chr1_44789569_44789670	ENSG00000142959.5	0.461538
chr1_90935408_90935530	ENSG00000122482.21	0.185185
chr1_84569931_84570139	ENSG00000117151.13	0.413043
chr1_161102048_161102171	ENSG00000143256.5	0.906098
chr1_41152599_41152741	ENSG00000010803.16	0.142857
chr1_1312440_1312501	ENSG00000127054.21	0.862967
chr1_37997963_37998132	ENSG00000183386.10	0.947368
chr1_62513471_62513606	ENSG00000116641.18	0.925926
chr1_161102287_161102375	ENSG00000143256.5	0.893646
chr1_70187265_70187338	ENSG00000066557.6	0.843137
chr1_23109585_23109650	ENSG00000169641.13	0.144836
chr1_19148563_19148626	ENSG00000127481.15	0.916667
chr1_6541830_6541927	ENSG00000162408.11	0.857143
chr1_155253859_155253978	ENSG00000160767.21	0.153846
chr1_92662719_92662865	ENSG00000067208.14	0.548193
chr1_33792423_33792526	ENSG00000121904.17	0.909091
chr1_155024472_155024602	ENSG00000163354.15	0.875
chr1_19150577_19150793	ENSG00000127481.15	0.909091
chr1_25390749_25390915	ENSG00000188672.19	0.818182
chr1_149058925_149059097	ENSG00000269713.7	0.862069
chr1_206602336_206602453	ENSG00000143486.16	0.776471
chr1_151315573_151316509	ENSG00000143393.16	0.947368
chr1_85702157_85702260	ENSG00000117174.11	0.904762
chr1_156407842_156407975	ENSG00000125462.18	0.175862
chr1_77639449_77639602	ENSG00000036549.13	0.928994
chr1_89020532_89020743	ENSG00000117226.12	0.830189
chr1_70181086_70181209	ENSG00000066557.6	0.929293
chr1_154219836_154219937	ENSG00000143612.20	0.948276
chr1_16580745_16580956	ENSG00000219481.10	0.822034
chr1_1337018_1337055	ENSG00000107404.20	0.0506329
chr1_25385711_25385844	ENSG00000188672.19	0.928571
chr1_234400853_234400948	ENSG00000059588.10	0.621739
chr1_114397940_114397990	ENSG00000197323.12	0.507756
chr1_206599733_206599836	ENSG00000143486.16	0.258216
chr1_159073238_159073519	ENSG00000163568.15	0.608696
chr1_246851905_246852038	ENSG00000153207.16	0.177083
chr1_93904523_93904588	ENSG00000023909.10	0.934426
chr1_44792683_44792970	ENSG00000142959.5	0.923077
chr1_16567179_16567351	ENSG00000219481.10	0.941176
chr1_234463837_234463934	ENSG00000059588.10	0.301587
chr1_27998284_27998351	ENSG00000158161.16	0.285714
chr1_62543656_62543745	ENSG00000116641.18	0.846154
chr1_37999257_37999432	ENSG00000183386.10	0.823529
chr1_53889244_53889463	ENSG00000058799.15	0.54717
chr1_41151614_41151684	ENSG00000010803.16	0.727273
chr1_24391561_24391679	ENSG00000001460.18	0.142857
chr1_151324745_151324917	ENSG00000143393.16	0.2
chr1_86356444_86356602	ENSG00000122417.15	0.748744
chr1_112591525_112591603	ENSG00000007341.19	0.729282
chr1_145994544_145994800	ENSG00000265972.6	0.948529
chr1_52897437_52897484	ENSG00000121310.17	0.900901
chr1_113898399_113898435	ENSG00000134262.13	0.0708661
chr1_145394978_145395141	ENSG00000162825.16	0.833333
chr1_52906519_52906611	ENSG00000121310.17	0.266667
chr1_225531046_225531057	ENSG00000154380.17	0.213542
chr1_196305234_196305345	ENSG00000162687.18	0.86747
chr1_37931909_37932053	ENSG00000204084.13	0.923077
chr1_58689294_58689367	ENSG00000162601.11	0.0581717
chr1_224429651_224429736	ENSG00000162923.16	0.0625
chr1_11117004_11117086	ENSG00000198793.13	0.9375
chr1_112600794_112600848	ENSG00000007341.19	0.909091
chr1_16582544_16582758	ENSG00000219481.10	0.691176
chr1_234400231_234400323	ENSG00000059588.10	0.513393
chr1_84671177_84671308	ENSG00000117155.16	0.519608
chr1_161052626_161052797	ENSG00000186517.14	0.6
chr1_77169260_77169395	ENSG00000142892.15	0.782609
chr1_20997601_20997633	ENSG00000075151.20	0.419355
chr1_59904871_59905058	ENSG00000134716.11	0.829787
chr1_112616813_112616895	ENSG00000007341.19	0.755172
chr1_32633645_32633727	ENSG00000176261.15	0.942029
chr1_213013093_213013418	ENSG00000174606.14	0.713826
chr1_156958492_156958618	ENSG00000132694.18	0.0555556
chr1_91350738_91350871	ENSG00000162669.16	0.384615
chr1_114464270_114464388	ENSG00000197323.12	0.907821
chr1_155254400_155254456	ENSG00000160767.21	0.185185
chr1_176136488_176136547	ENSG00000143207.21	0.896552
chr1_66847484_66847678	ENSG00000152763.17	0.52381
chr1_53257240_53257464	ENSG00000157193.18	0.788889
chr1_42449918_42450059	ENSG00000066185.13	0.733333
chr1_102898941_102898994	ENSG00000060718.22	0.933333
chr1_155260537_155260659	ENSG00000116521.11	0.938144
chr1_68439561_68439642	ENSG00000116745.7	0.0588235
chr1_100123210_100123289	ENSG00000156876.10	0.792683
chr1_31635222_31635522	ENSG00000162517.13	0.857143
chr1_227112671_227112913	ENSG00000143776.18	0.797064
chr1_91351549_91351643	ENSG00000162669.16	0.384615
chr1_197611931_197611976	ENSG00000213047.13	0.882353
chr1_184701497_184701544	ENSG00000116406.19	0.106383
chr1_35506612_35507135	ENSG00000142687.18	0.764706
chr1_44339045_44339322	ENSG00000117419.16	0.888889
chr1_169287303_169287408	ENSG00000143156.14	0.739726
chr1_25375349_25375428	ENSG00000188672.19	0.928571
chr1_29165890_29166064	ENSG00000116350.17	0.425926
chr1_149977426_149977576	ENSG00000264522.6	0.842857
chr1_89020126_89020211	ENSG00000117226.12	0.0566038
chr1_55151912_55151975	ENSG00000162402.14	0.1
chr1_44969978_44970044	ENSG00000070785.17	0.160099
chr1_42205762_42205863	ENSG00000198815.9	0.65
chr1_30941998_30942123	ENSG00000134644.15	0.946108
chr1_91343430_91343510	ENSG00000162669.16	0.756098
chr1_19139083_19139220	ENSG00000127481.15	0.931818
chr1_83948628_83948695	ENSG00000137941.17	0.580952
chr1_232404125_232404178	ENSG00000116991.10	0.426667
chr1_100215983_100216199	ENSG00000137992.14	0.833333
chr1_16648756_16648792	ENSG00000186301.8	0.902439
chr1_161218703_161218723	ENSG00000158869.11	0.779221
chr1_52083340_52083541	ENSG00000134717.18	0.913462
chr1_202445046_202445228	ENSG00000077157.22	0.25
chr1_236734433_236734518	ENSG00000077522.13	0.354167
chr1_111454211_111454356	ENSG00000116459.11	0.852459
chr1_236825338_236825399	ENSG00000116984.13	0.833333
chr1_212863725_212863869	ENSG00000162769.13	0.810811
chr1_172585858_172585948	ENSG00000094975.14	0.9
chr1_154269362_154269412	ENSG00000143569.19	0.0666667
chr1_193075820_193076040	ENSG00000116747.12	0.899371
chr1_93246105_93246204	ENSG00000122483.17	0.9375
chr1_16391375_16391424	ENSG00000055070.17	0.533333
chr1_227650956_227651076	ENSG00000181450.18	0.610169
chr1_116026893_116027022	ENSG00000163393.13	0.76
chr1_228141124_228141288	ENSG00000143774.16	0.342932
chr1_211298009_211298092	ENSG00000117625.13	0.0606061
chr1_220770381_220770556	ENSG00000117791.16	0.307692
chr1_35099752_35099842	ENSG00000197056.11	0.181818
chr1_93237262_93237380	ENSG00000122483.17	0.0638298
chr1_23044427_23044486	ENSG00000004487.17	0.314815
chr1_29058811_29058852	ENSG00000159023.21	0.947368
chr1_214011521_214011715	ENSG00000117707.16	0.927273
chr1_150327557_150327652	ENSG00000117360.13	0.295322
chr1_204544535_204544684	ENSG00000198625.13	0.848786
chr1_227747692_227748233	ENSG00000143740.14	0.941176
chr1_244053100_244053200	ENSG00000179456.10	0.117647
chr1_155729042_155729122	ENSG00000132676.16	0.928571
chr1_213071006_213071041	ENSG00000136643.12	0.946429
chr1_204537430_204537497	ENSG00000198625.13	0.701299
chr1_201788468_201788638	ENSG00000134369.15	0.757009
chr1_32204598_32204620	ENSG00000160050.14	0.944444
chr1_150156911_150157015	ENSG00000023902.14	0.943333
chr1_110015425_110015531	ENSG00000168710.18	0.935841
chr1_45600385_45600457	ENSG00000132780.17	0.0788602
chr1_107395154_107395326	ENSG00000162631.18	0.865854
chr1_77859314_77859386	ENSG00000180488.15	0.916667
chr1_201899173_201899346	ENSG00000223774.5	0.298851
chr1_234309101_234309320	ENSG00000183780.13	0.458824
chr1_171790452_171790616	ENSG00000010165.20	0.818182
chr1_201893554_201893727	ENSG00000223774.5	0.925926
chr1_210159421_210159477	ENSG00000143469.20	0.660377
chr1_45690974_45691110	ENSG00000159596.7	0.272727
chr1_232955557_232955719	ENSG00000135778.12	0.943548
chr1_206459585_206459679	ENSG00000266028.7	0.0833333
chr1_247435970_247436140	ENSG00000162711.17	0.730769
chr1_120453372_120453444	ENSG00000270231.4	0.95
chr1_150496482_150496628	ENSG00000143374.17	0.909091
chr1_197347340_197347479	ENSG00000134376.16	0.84375
chr1_217771819_217771903	ENSG00000162814.11	0.727273
chr1_86715724_86715865	ENSG00000097033.14	0.896266
chr1_154989560_154989707	ENSG00000160688.19	0.802198
chr1_183025739_183025841	ENSG00000135862.6	0.0714286
chr1_193069034_193069634	ENSG00000116747.12	0.737589
chr1_146964357_146964429	ENSG00000268043.7	0.941176
chr1_215618088_215618154	ENSG00000136636.13	0.103448
chr1_236727678_236727756	ENSG00000077522.13	0.293839
chr1_120439476_120439690	ENSG00000270231.4	0.454545
chr1_151638888_151639119	ENSG00000143376.14	0.803571
chr1_161203437_161203543	ENSG00000158864.12	0.820225
chr1_61426465_61426556	ENSG00000162599.17	0.936508
chr1_117496763_117496982	ENSG00000198162.12	0.914286
chr1_26460037_26460144	ENSG00000117682.17	0.673469
chr1_54980954_54981080	ENSG00000143001.5	0.4
chr1_69986242_69986386	ENSG00000033122.21	0.923977
chr1_161158121_161158211	ENSG00000143222.12	0.946309
chr1_59456961_59457076	ENSG00000172456.18	0.9375
chr1_103565435_103565594	ENSG00000240038.6	0.666667
chr1_197344281_197344476	ENSG00000134376.16	0.848485
chr1_183527626_183527731	ENSG00000116698.21	0.1
chr1_212864393_212864519	ENSG00000162769.13	0.0714286
chr1_161323614_161323670	ENSG00000143252.15	0.90991
chr1_168231834_168231919	ENSG00000213064.10	0.869565
chr1_200828573_200828605	ENSG00000118200.14	0.157143
chr1_92301476_92301590	ENSG00000122484.9	0.949477
chr1_180073786_180073908	ENSG00000135837.16	0.167832
chr1_146969382_146969596	ENSG00000268043.7	0.928571
chr1_46309897_46310044	ENSG00000173660.12	0.136986
chr1_52059835_52059901	ENSG00000134717.18	0.784946
chr1_28561113_28561260	ENSG00000180098.9	0.535519
chr1_93183978_93184146	ENSG00000122483.17	0.819876
chr1_213232123_213232255	ENSG00000136643.12	0.865385
chr1_156658127_156658271	ENSG00000132692.19	0.942
chr1_146988841_146988949	ENSG00000268043.7	0.707386
chr1_182822115_182822199	ENSG00000135838.13	0.866667
chr1_178877498_178877635	ENSG00000116191.17	0.928571
chr1_13715541_13715614	ENSG00000116731.22	0.683453
chr1_25778105_25778324	ENSG00000117643.14	0.947368
chr1_232969909_232970118	ENSG00000135778.12	0.911111
chr1_35095819_35095891	ENSG00000197056.11	0.928571
chr1_146622443_146622666	ENSG00000276975.3	0.904762
chr1_224371283_224371423	ENSG00000143771.12	0.940299
chr1_183502253_183502391	ENSG00000116698.21	0.0714286
chr1_171583956_171584187	ENSG00000117523.16	0.947368
chr1_149784003_149784257	ENSG00000150337.13	0.912281
chr1_161356677_161356840	ENSG00000143252.15	0.802548
chr1_210094322_210094593	ENSG00000143469.20	0.76497
chr1_45552436_45552563	ENSG00000117448.13	0.115942
chr1_149783170_149783190	ENSG00000150337.13	0.765152
chr1_201648634_201649425	ENSG00000134369.15	0.92
chr1_172603060_172603150	ENSG00000094975.14	0.0819672
chr1_146631009_146631076	ENSG00000276975.3	0.894737
chr1_201834954_201835068	ENSG00000198700.10	0.350877
chr1_146648632_146648796	ENSG00000276975.3	0.8
chr1_7749771_7749791	ENSG00000171735.19	0.463158
chr1_93205510_93205631	ENSG00000122483.17	0.555556
chr1_174272414_174272480	ENSG00000152061.23	0.783784
chr1_62013343_62013528	ENSG00000132849.20	0.0625
chr1_150156066_150156206	ENSG00000023902.14	0.924779
chr1_159045297_159045464	ENSG00000163565.18	0.347826
chr1_204977681_204977725	ENSG00000163531.15	0.247706
chr1_173868925_173869120	ENSG00000185278.15	0.490196
chr1_171579828_171579964	ENSG00000117523.16	0.9375
chr1_113673322_113673465	ENSG00000081026.19	0.866667
chr1_162802832_162802949	ENSG00000132196.15	0.0702479
chr1_59346247_59346398	ENSG00000172456.18	0.882353
chr1_66755644_66755773	ENSG00000152760.10	0.0543478
chr1_173715523_173715654	ENSG00000076321.11	0.16129
chr1_18362115_18362230	ENSG00000117154.12	0.907407
chr1_19890385_19890533	ENSG00000169914.6	0.869328
chr1_59321536_59321750	ENSG00000172456.18	0.785714
chr1_33092050_33092222	ENSG00000142920.17	0.916667
chr1_170730277_170730348	ENSG00000116132.12	0.444444
chr1_32226171_32226320	ENSG00000084623.11	0.949367
chr1_113672615_113672741	ENSG00000081026.19	0.818182
chr1_19894368_19894480	ENSG00000169914.6	0.769366
chr1_151103562_151103675	ENSG00000143458.12	0.459459
chr1_197511889_197511973	ENSG00000134376.16	0.852941
chr1_237759776_237759852	ENSG00000198626.17	0.928571
chr1_146986352_146986524	ENSG00000268043.7	0.486911
chr1_146962161_146962263	ENSG00000268043.7	0.892857
chr1_70043954_70044094	ENSG00000033122.21	0.141667
chr1_26112460_26112650	ENSG00000175087.10	0.0540541
chr1_92107884_92108001	ENSG00000189195.14	0.833333
chr1_15721329_15721388	ENSG00000116786.13	0.565217
chr1_109584622_109584713	ENSG00000065135.12	0.320388
chr1_35093914_35094083	ENSG00000197056.11	0.84
chr1_109492027_109492104	ENSG00000162650.16	0.195122
chr1_178470693_178470727	ENSG00000075391.16	0.0689655
chr1_162592732_162592782	ENSG00000117143.13	0.0625
chr1_120445829_120446043	ENSG00000270231.4	0.909091
chr1_171587648_171587751	ENSG00000117523.16	0.916667
chr1_120451180_120451282	ENSG00000270231.4	0.925
chr1_42663418_42663543	ENSG00000171960.11	0.0561798
chr1_146764829_146765043	ENSG00000276975.3	0.0660377
chr1_35295927_35295988	ENSG00000146463.12	0.114094
chr1_28457832_28457855	ENSG00000204138.13	0.234375
chr1_174877392_174877605	ENSG00000152061.23	0.0909091
chr1_61871232_61871338	ENSG00000132849.20	0.172414
chr1_78660554_78660654	ENSG00000137965.11	0.659091
chr1_150496810_150496908	ENSG00000143374.17	0.916667
chr1_62829040_62829176	ENSG00000125703.15	0.938889
chr1_201893820_201893912	ENSG00000223774.5	0.109091
chr1_108885507_108885578	ENSG00000121957.14	0.307692
chr1_26856185_26856262	ENSG00000204160.12	0.470588
chr1_247434103_247434273	ENSG00000162711.17	0.772727
chr1_220604067_220604137	ENSG00000116141.16	0.935065
chr1_171574927_171575128	ENSG00000117523.16	0.945946
chr1_168065590_168065746	ENSG00000143164.15	0.948148
chr1_9570258_9570358	ENSG00000171612.7	0.9375
chr1_237760955_237761028	ENSG00000198626.17	0.925926
chr1_244689249_244689342	ENSG00000121644.19	0.888889
chr1_202443087_202443127	ENSG00000077157.22	0.0555556
chr1_155721517_155721618	ENSG00000132676.16	0.934911
chr1_197509649_197509803	ENSG00000134376.16	0.861111
chr1_13773078_13773188	ENSG00000116731.22	0.772242
chr1_204920632_204920740	ENSG00000163531.15	0.842105
chr1_32226403_32226530	ENSG00000084623.11	0.947917
chr1_151028786_151028944	ENSG00000143363.17	0.88
chr1_7755638_7755668	ENSG00000171735.19	0.271186
chr1_41007449_41007545	ENSG00000171793.16	0.8
chr1_39083363_39083417	ENSG00000127603.29	0.311203
chr1_32095660_32095762	ENSG00000121775.18	0.0877193
chr1_32834034_32834061	ENSG00000116497.18	0.217391
chr1_86730088_86730111	ENSG00000097033.14	0.375
chr1_7786721_7786836	ENSG00000049246.14	0.769231
chr1_169378330_169378529	ENSG00000117475.14	0.869565
chr1_228148371_228148456	ENSG00000143774.16	0.948124
chr1_168019545_168019667	ENSG00000143164.15	0.40625
chr1_99301724_99301897	ENSG00000117600.12	0.9375
chr1_46409101_46409198	ENSG00000117480.16	0.850877
chr1_237769587_237769619	ENSG00000198626.17	0.0740741
chr1_42659228_42659251	ENSG00000171960.11	0.915663
chr1_117465064_117465217	ENSG00000198162.12	0.0571429
chr1_78650186_78650652	ENSG00000137965.11	0.734694
